골프장명,골프장지역명,"대중제,회원제",18,사용일자,사용시간,성별코드,나이,"도민,비도민",판매업체명
중문GC,서귀포권,대중제,18,20210531,83537,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210706,133106,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210706,134812,2,40.0,도민,통화
제주CC,제주시권,대중제,18,20210706,134846,2,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210706,135804,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210706,140028,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210706,140033,1,30.0,도민,통화
부영CC,동부권,대중제,27,20210706,140347,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210706,142320,1,50.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210706,142429,1,50.0,도민,통화
한라산CC,제주시권,대중제,18,20210706,143234,2,40.0,도민,통화
제주CC,제주시권,대중제,18,20210531,83647,1,40.0,도민,통화
핀크스GC ,서부권,회원제,27,20210706,143241,2,40.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20210706,143246,2,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210706,143250,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210706,150151,2,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210706,160012,1,40.0,비도민,통화
오라CC ,제주시권,회원제+대중제,36,20210706,161714,1,50.0,도민,통화
에버리스CC,서부권,회원제,27,20210706,162836,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210706,164624,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210531,84254,1,50.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210706,170934,1,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210706,173233,1,30.0,비도민,통화
플라자CC제주,제주시권,대중제,9,20210706,190202,2,30.0,도민,통화
에버리스CC,서부권,회원제,27,20210707,52506,1,60.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210707,55404,1,60.0,도민,통화
우리들CC,서귀포권,대중제,18,20210707,90206,1,50.0,도민,통화
크라운CC,동부권,회원제,27,20210707,91226,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210707,91300,1,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210707,91448,1,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210707,95557,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210707,100009,2,30.0,도민,통화
제주CC,제주시권,대중제,18,20210707,100101,2,30.0,도민,통화
부영CC,동부권,대중제,27,20210707,100151,1,60.0,도민,통화
부영CC,동부권,대중제,27,20210531,90035,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210707,100520,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210707,103258,2,40.0,도민,통화
라온GC,서부권,대중제,27,20210707,103307,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210707,103435,2,50.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210707,105050,1,50.0,도민,통화
타미우스CC,서부권,회원제,27,20210707,105054,1,50.0,도민,통화
한라산CC,제주시권,대중제,18,20210531,90152,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210707,113033,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210707,113428,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210707,113447,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210707,115151,1,60.0,도민,통화
제주CC,제주시권,대중제,18,20210707,120405,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210707,120457,1,60.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210707,120845,2,30.0,도민,통화
크라운CC,동부권,회원제,27,20210531,90850,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210707,133031,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210707,133439,2,30.0,도민,통화
타미우스CC,서부권,회원제,27,20210707,140607,2,40.0,도민,통화
제주CC,제주시권,대중제,18,20210707,145530,2,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210707,151720,2,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210707,153404,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210707,155251,1,50.0,도민,통화
라온GC,서부권,대중제,27,20210707,162452,1,50.0,도민,통화
라온GC,서부권,대중제,27,20210707,162452,1,50.0,도민,통화
부영CC,동부권,대중제,27,20210707,162608,2,50.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210707,170955,1,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210707,171051,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210707,175028,1,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210707,210220,1,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210707,221621,2,50.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210708,61838,1,60.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210531,92836,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210708,90057,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210708,90532,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210708,91409,1,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210531,92947,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210708,102634,1,50.0,도민,통화
제주CC,제주시권,대중제,18,20210708,102707,1,50.0,도민,통화
한라산CC,제주시권,대중제,18,20210708,102746,2,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210531,93100,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210708,104312,2,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210708,104900,2,50.0,도민,통화
부영CC,동부권,대중제,27,20210708,110359,2,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210708,110828,2,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210708,111506,1,50.0,도민,통화
라온GC,서부권,대중제,27,20210708,111551,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210531,93124,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210708,121756,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210708,121855,1,30.0,도민,통화
라온GC,서부권,대중제,27,20210708,131113,1,60.0,도민,통화
라헨느CC,제주시권,회원제,18,20210708,133218,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210708,134450,1,50.0,도민,통화
라온GC,서부권,대중제,27,20210708,134815,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210531,93156,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210708,135226,1,30.0,도민,통화
에버리스CC,서부권,회원제,27,20210708,135310,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210708,135944,1,50.0,도민,통화
한라산CC,제주시권,대중제,18,20210708,140242,1,50.0,도민,통화
한라산CC,제주시권,대중제,18,20210708,140840,1,50.0,도민,통화
한라산CC,제주시권,대중제,18,20210708,140858,1,50.0,도민,통화
타미우스CC,서부권,회원제,27,20210708,141002,2,50.0,도민,통화
타미우스CC,서부권,회원제,27,20210708,141357,2,50.0,도민,통화
스프링데일CC,동부권,대중제,18,20210531,93639,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210708,144133,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210708,145050,2,50.0,도민,통화
제주CC,제주시권,대중제,18,20210708,145301,2,50.0,도민,통화
세인트포CC,동부권,대중제,36,20210708,154021,2,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210531,94102,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210708,224557,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210709,80221,2,50.0,도민,통화
부영CC,동부권,대중제,27,20210709,90003,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210709,90821,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210709,93536,2,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210709,94100,2,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210709,111033,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210709,111124,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210709,111248,1,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210709,111310,1,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210709,112358,1,50.0,도민,통화
테디밸리CC,서부권,회원제,18,20210709,114704,1,50.0,도민,통화
테디밸리CC,서부권,회원제,18,20210709,114935,1,50.0,도민,통화
한라산CC,제주시권,대중제,18,20210709,115404,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210709,115604,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210709,124211,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210709,124846,1,60.0,도민,통화
더클래식CC,동부권,대중제,18,20210709,124938,1,60.0,도민,통화
더클래식CC,동부권,대중제,18,20210709,124947,1,60.0,도민,통화
제주CC,제주시권,대중제,18,20210709,131546,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210709,131554,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210709,134907,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210709,142509,2,50.0,도민,통화
제주CC,제주시권,대중제,18,20210531,100230,2,40.0,도민,통화
부영CC,동부권,대중제,27,20210709,154050,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210709,162121,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210709,162157,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210709,163611,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210709,165106,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210709,170144,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210709,171617,2,40.0,도민,통화
라온GC,서부권,대중제,27,20210709,175454,2,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210709,184322,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210709,184833,2,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210531,100501,2,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210709,184921,2,40.0,도민,통화
부영CC,동부권,대중제,27,20210709,185100,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210710,10233,2,50.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210710,85134,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210710,101246,2,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210710,101431,1,50.0,도민,통화
제주CC,제주시권,대중제,18,20210710,102258,1,50.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210710,111554,1,50.0,도민,통화
부영CC,동부권,대중제,27,20210531,100555,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210710,112550,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210710,112603,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210710,112613,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210531,100853,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210710,123038,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210710,131910,1,50.0,도민,통화
에버리스CC,서부권,회원제,27,20210531,101145,2,40.0,도민,통화
부영CC,동부권,대중제,27,20210710,144841,2,40.0,도민,통화
우리들CC,서귀포권,대중제,18,20210710,145053,2,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210710,165734,1,40.0,도민,통화
에코랜드GC,동부권,대중제,27,20210710,170104,2,40.0,도민,통화
우리들CC,서귀포권,대중제,18,20210710,170313,2,40.0,도민,통화
에코랜드GC,동부권,대중제,27,20210710,170712,2,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210710,170841,2,40.0,도민,통화
우리들CC,서귀포권,대중제,18,20210710,172437,2,40.0,도민,통화
부영CC,동부권,대중제,27,20210710,184409,1,40.0,비도민,통화
사이프러스CC,동부권,회원제+대중제,36,20210710,184456,1,40.0,비도민,통화
제주CC,제주시권,대중제,18,20210710,201535,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210711,65948,2,30.0,도민,통화
제주CC,제주시권,대중제,18,20210711,70038,2,30.0,도민,통화
스프링데일CC,동부권,대중제,18,20210711,72307,1,50.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210608,123019,2,30.0,도민,통화
더클래식CC,동부권,대중제,18,20211006,183355,1,50.0,비도민,통화
부영CC,동부권,대중제,27,20211006,183453,1,50.0,비도민,통화
스프링데일CC,동부권,대중제,18,20211006,183548,1,50.0,비도민,통화
우리들CC,서귀포권,대중제,18,20211006,183730,1,50.0,비도민,통화
제주CC,제주시권,대중제,18,20211006,183810,1,50.0,비도민,통화
플라자CC제주,제주시권,대중제,9,20211006,185432,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211006,190804,1,30.0,도민,통화
샤인빌CC,동부권,대중제,18,20211006,193940,1,20.0,도민,통화
타미우스CC,서부권,회원제,27,20211006,223519,1,40.0,도민,통화
부영CC,동부권,대중제,27,20211006,225604,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210608,123027,2,30.0,도민,통화
타미우스CC,서부권,회원제,27,20211007,63703,2,30.0,도민,통화
한라산CC,제주시권,대중제,18,20211007,82906,1,40.0,도민,통화
아덴힐GC,서부권,대중제,18,20211007,83942,2,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20211007,84030,2,50.0,도민,통화
타미우스CC,서부권,회원제,27,20211007,84119,2,50.0,도민,통화
타미우스CC,서부권,회원제,27,20211007,84610,1,30.0,도민,통화
부영CC,동부권,대중제,27,20211007,90818,2,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210608,123045,2,30.0,도민,통화
에버리스CC,서부권,회원제,27,20211007,91501,2,40.0,도민,통화
크라운CC,동부권,회원제,27,20211007,91624,2,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210608,123113,2,30.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20211007,91832,1,40.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20211007,92049,2,50.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20211007,92802,2,50.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20211007,95044,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20211007,95212,1,40.0,도민,통화
샤인빌CC,동부권,대중제,18,20211007,95323,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210608,123706,1,30.0,도민,통화
제주CC,제주시권,대중제,18,20211007,95413,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20211007,95544,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20211007,95635,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,95700,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20211007,95740,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20211007,95743,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,95851,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,101226,1,30.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210608,123711,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,102754,1,50.0,비도민,통화
제주CC,제주시권,대중제,18,20211007,102905,1,50.0,비도민,통화
우리들CC,서귀포권,대중제,18,20211007,102958,1,50.0,비도민,통화
제주CC,제주시권,대중제,18,20211007,103052,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,103152,1,30.0,도민,통화
에버리스CC,서부권,회원제,27,20211007,103216,1,50.0,비도민,통화
스프링데일CC,동부권,대중제,18,20211007,103300,1,50.0,비도민,통화
샤인빌CC,동부권,대중제,18,20211007,103357,1,50.0,비도민,통화
부영CC,동부권,대중제,27,20211007,103706,1,30.0,도민,통화
타미우스CC,서부권,회원제,27,20211007,103827,2,50.0,도민,통화
부영CC,동부권,대중제,27,20211007,103831,1,30.0,도민,통화
타미우스CC,서부권,회원제,27,20211007,104814,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,110011,1,50.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210608,130701,1,30.0,도민,통화
타미우스CC,서부권,회원제,27,20211007,113257,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,114703,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,114733,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,114745,1,30.0,도민,통화
부영CC,동부권,대중제,27,20211007,114822,1,30.0,도민,통화
샤인빌CC,동부권,대중제,18,20211007,114905,1,30.0,도민,통화
스프링데일CC,동부권,대중제,18,20211007,115021,1,30.0,도민,통화
부영CC,동부권,대중제,27,20210608,130806,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20211007,115042,1,30.0,도민,통화
제주CC,제주시권,대중제,18,20211007,115137,1,30.0,도민,통화
타미우스CC,서부권,회원제,27,20211007,115213,1,30.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20211007,115422,1,40.0,도민,통화
부영CC,동부권,대중제,27,20211007,115534,1,40.0,도민,통화
우리들CC,서귀포권,대중제,18,20211007,115657,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20211007,115750,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20211007,115829,1,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20211007,115910,1,40.0,도민,통화
라온GC,서부권,대중제,27,20211007,120015,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210608,130914,1,40.0,도민,통화
라온GC,서부권,대중제,27,20211007,120054,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,122148,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20211007,122251,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,122606,1,40.0,도민,통화
아덴힐GC,서부권,대중제,18,20211007,122825,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210608,131546,0,40.0,도민,통화
오라CC ,제주시권,회원제+대중제,36,20211007,124035,1,40.0,도민,통화
라온GC,서부권,대중제,27,20211007,124740,1,30.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20211007,124837,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,125642,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20211007,125737,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,130527,1,50.0,도민,통화
부영CC,동부권,대중제,27,20211007,130758,2,50.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20211007,131243,1,30.0,도민,통화
제주CC,제주시권,대중제,18,20211007,132931,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,133300,2,40.0,도민,통화
제주CC,제주시권,대중제,18,20211007,134234,1,40.0,도민,통화
부영CC,동부권,대중제,27,20211007,134332,1,50.0,도민,통화
한라산CC,제주시권,대중제,18,20211007,134427,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210608,131709,0,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20211007,134516,1,50.0,도민,통화
오라CC ,제주시권,회원제+대중제,36,20211007,134630,1,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20211007,134735,1,40.0,도민,통화
아덴힐GC,서부권,대중제,18,20211007,134815,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20211007,134852,1,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20211007,134947,1,40.0,도민,통화
라헨느CC,제주시권,회원제,18,20211007,135052,1,40.0,도민,통화
세인트포CC,동부권,대중제,36,20211007,135311,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20211007,135451,1,40.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20211007,135520,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210608,131717,0,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,135908,1,40.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20211007,135923,1,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20211007,135938,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,140728,1,30.0,도민,통화
타미우스CC,서부권,회원제,27,20211007,141805,1,50.0,도민,통화
아덴힐GC,서부권,대중제,18,20211007,141934,2,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210608,131752,0,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,142310,1,60.0,도민,통화
타미우스CC,서부권,회원제,27,20211007,142358,2,50.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,142409,1,60.0,도민,통화
한라산CC,제주시권,대중제,18,20211007,142501,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210608,132400,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20211007,142806,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20211007,144129,2,40.0,도민,통화
우리들CC,서귀포권,대중제,18,20211007,144221,1,50.0,도민,통화
제주CC,제주시권,대중제,18,20210608,132513,1,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20211007,145547,1,50.0,도민,통화
오라CC ,제주시권,회원제+대중제,36,20210608,132519,1,30.0,도민,통화
샤인빌CC,동부권,대중제,18,20211007,150853,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20211007,151012,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,151040,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20211007,151055,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20211007,151057,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20211007,151137,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210608,132742,1,30.0,도민,통화
크라운CC,동부권,회원제,27,20211007,151210,1,40.0,도민,통화
샤인빌CC,동부권,대중제,18,20211007,151234,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,151326,1,40.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20211007,151355,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,151439,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,151610,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20211007,151726,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,152734,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210608,132904,1,40.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20211007,152925,2,40.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20211007,153131,2,40.0,도민,통화
라헨느CC,제주시권,회원제,18,20211007,153340,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20211007,153437,2,50.0,도민,통화
라온GC,서부권,대중제,27,20211007,153908,1,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20211007,154116,1,40.0,도민,통화
라온GC,서부권,대중제,27,20211007,154121,2,50.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,154535,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,155423,1,30.0,도민,통화
타미우스CC,서부권,회원제,27,20211007,155447,1,30.0,도민,통화
플라자CC제주,제주시권,대중제,9,20211007,155502,1,40.0,도민,통화
부영CC,동부권,대중제,27,20211007,155528,1,30.0,도민,통화
우리들CC,서귀포권,대중제,18,20211007,155545,1,50.0,도민,통화
한라산CC,제주시권,대중제,18,20211007,155711,1,30.0,도민,통화
제주CC,제주시권,대중제,18,20211007,155754,1,30.0,도민,통화
샤인빌CC,동부권,대중제,18,20211007,155839,1,30.0,도민,통화
크라운CC,동부권,회원제,27,20210527,85738,1,20.0,도민,통화
제주CC,제주시권,대중제,18,20210528,102353,1,70.0,도민,통화
제주CC,제주시권,대중제,18,20210608,134609,1,50.0,도민,통화
부영CC,동부권,대중제,27,20211007,160007,1,30.0,도민,통화
라온GC,서부권,대중제,27,20211007,160114,1,30.0,도민,통화
스프링데일CC,동부권,대중제,18,20211007,160739,1,50.0,비도민,통화
한라산CC,제주시권,대중제,18,20211007,160943,2,50.0,도민,통화
우리들CC,서귀포권,대중제,18,20211007,161430,2,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20211007,161505,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20211007,161542,2,40.0,도민,통화
오라CC ,제주시권,회원제+대중제,36,20211007,161903,1,30.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20211007,162406,1,30.0,도민,통화
에버리스CC,서부권,회원제,27,20211007,164500,1,30.0,도민,통화
우리들CC,서귀포권,대중제,18,20211007,164553,1,30.0,도민,통화
부영CC,동부권,대중제,27,20210530,85926,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210628,100933,1,50.0,도민,통화
에코랜드GC,동부권,대중제,27,20210628,102233,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210628,103909,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210530,90049,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210628,105439,1,50.0,도민,통화
제주CC,제주시권,대중제,18,20210628,105616,1,50.0,도민,통화
한라산CC,제주시권,대중제,18,20210628,105742,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210628,110357,1,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210530,90317,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210628,115015,2,20.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210628,115341,1,30.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210628,123910,2,30.0,도민,통화
라온GC,서부권,대중제,27,20210628,124257,2,30.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210628,124517,2,30.0,도민,통화
부영CC,동부권,대중제,27,20210628,124530,1,60.0,도민,통화
중문GC,서귀포권,대중제,18,20210530,90824,1,40.0,도민,통화
아덴힐GC,서부권,대중제,18,20210628,125242,2,20.0,비도민,통화
롯데스카이힐제주CC,서귀포권,회원제+대중제,36,20210628,131022,2,20.0,도민,통화
라온GC,서부권,대중제,27,20210628,140331,1,30.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210628,142321,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210628,143345,1,30.0,도민,통화
스프링데일CC,동부권,대중제,18,20210628,143452,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210628,143700,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210628,144132,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210628,144552,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210628,152302,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210628,152311,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210628,152335,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210628,152341,1,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210628,152435,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210628,152538,1,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210628,152650,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210628,152802,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210628,154339,2,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210530,93927,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210628,161606,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210628,162007,1,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210628,162106,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210628,162555,1,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210628,162637,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210628,162650,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210628,162829,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210628,162856,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210628,163332,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210628,163813,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210628,163856,1,40.0,도민,통화
